date,region,channel,category,product,units,unit_price,discount_pct,revenue,unit_cost,cost,gross_profit
2024-06-17,North America,Online,Media & Entertainment,Board Game,5,34.99,0.0,174.95,19.24,96.2,78.75
2024-06-17,UK & Ireland,In-store,Apparel,Denim Jacket,2,69.99,0.1,125.98,34.99,69.98,56.0
2024-06-17,UK & Ireland,In-store,Beauty & Wellness,Electric Toothbrush,3,59.99,0.25,134.98,32.99,98.97,36.01
2024-06-17,UK & Ireland,Online,Electronics,Wireless Earbuds,4,79.99,0.2,255.97,51.99,207.96,48.01
2024-06-17,UK & Ireland,Online,Media & Entertainment,Vinyl Record,2,27.99,0.0,55.98,16.79,33.58,22.4
2024-06-18,APAC,In-store,Electronics,Wireless Earbuds,4,79.99,0.0,319.96,51.99,207.96,112.0
2024-06-18,APAC,In-store,Home & Kitchen,Air Fryer,6,89.99,0.15,458.95,62.99,377.94,81.01
2024-06-18,APAC,In-store,Home & Kitchen,Coffee Grinder,8,39.99,0.0,319.92,23.99,191.92,128.0
2024-06-18,APAC,In-store,Home & Kitchen,Cookware Set,5,129.99,0.2,519.96,84.49,422.45,97.51
2024-06-18,EMEA,In-store,Apparel,Running Tee,11,24.99,0.15,233.66,11.25,123.75,109.91
2024-06-18,LATAM,In-store,Apparel,Wool Socks 3-pack,7,14.99,0.15,89.19,6.0,42.0,47.19
2024-06-18,LATAM,Online,Electronics,USB-C Charger,8,19.99,0.0,159.92,10.99,87.92,72.0
2024-06-18,UK & Ireland,In-store,Apparel,Wool Socks 3-pack,9,14.99,0.15,114.67,6.0,54.0,60.67
2024-06-18,UK & Ireland,Online,Apparel,Running Tee,3,24.99,0.2,59.98,11.25,33.75,26.23
2024-06-18,UK & Ireland,Online,Home & Kitchen,Cookware Set,1,129.99,0.0,129.99,84.49,84.49,45.5
2024-06-19,APAC,In-store,Apparel,Denim Jacket,4,69.99,0.0,279.96,34.99,139.96,140.0
2024-06-19,APAC,In-store,Beauty & Wellness,Vitamin C Serum,1,29.99,0.0,29.99,10.5,10.5,19.49
2024-06-19,APAC,In-store,Media & Entertainment,Board Game,10,34.99,0.0,349.9,19.24,192.4,157.5
2024-06-19,APAC,Online,Media & Entertainment,Board Game,1,34.99,0.25,26.24,19.24,19.24,7.0
2024-06-19,EMEA,In-store,Apparel,Denim Jacket,3,69.99,0.0,209.97,34.99,104.97,105.0
2024-06-19,EMEA,In-store,Beauty & Wellness,Electric Toothbrush,4,59.99,0.15,203.97,32.99,131.96,72.01
2024-06-19,EMEA,In-store,Media & Entertainment,Blu-ray Box Set,6,39.99,0.0,239.94,29.99,179.94,60.0
2024-06-19,LATAM,In-store,Apparel,Running Tee,8,24.99,0.0,199.92,11.25,90.0,109.92
2024-06-19,LATAM,In-store,Apparel,Wool Socks 3-pack,4,14.99,0.1,53.96,6.0,24.0,29.96
2024-06-19,LATAM,In-store,Electronics,USB-C Charger,8,19.99,0.0,159.92,10.99,87.92,72.0
2024-06-19,North America,Online,Apparel,Denim Jacket,4,69.99,0.25,209.97,34.99,139.96,70.01
2024-06-19,North America,Online,Electronics,USB-C Charger,8,19.99,0.0,159.92,10.99,87.92,72.0
2024-06-19,UK & Ireland,In-store,Media & Entertainment,Vinyl Record,2,27.99,0.0,55.98,16.79,33.58,22.4
2024-06-20,APAC,In-store,Home & Kitchen,Coffee Grinder,3,39.99,0.1,107.97,23.99,71.97,36.0
2024-06-20,APAC,In-store,Media & Entertainment,Blu-ray Box Set,4,39.99,0.0,159.96,29.99,119.96,40.0
2024-06-20,APAC,Online,Home & Kitchen,Cookware Set,3,129.99,0.0,389.97,84.49,253.47,136.5
2024-06-20,APAC,Online,Media & Entertainment,Blu-ray Box Set,2,39.99,0.1,71.98,29.99,59.98,12.0
2024-06-20,EMEA,In-store,Beauty & Wellness,Collagen Powder,1,34.99,0.0,34.99,14.0,14.0,20.99
2024-06-20,EMEA,In-store,Home & Kitchen,Air Fryer,8,89.99,0.0,719.92,62.99,503.92,216.0
2024-06-20,EMEA,Online,Apparel,Wool Socks 3-pack,2,14.99,0.0,29.98,6.0,12.0,17.98
2024-06-20,LATAM,In-store,Electronics,USB-C Charger,6,19.99,0.0,119.94,10.99,65.94,54.0
2024-06-20,LATAM,Online,Apparel,Running Tee,4,24.99,0.0,99.96,11.25,45.0,54.96
2024-06-20,LATAM,Online,Media & Entertainment,Board Game,2,34.99,0.0,69.98,19.24,38.48,31.5
2024-06-20,North America,In-store,Apparel,Denim Jacket,4,69.99,0.0,279.96,34.99,139.96,140.0
2024-06-20,North America,Online,Apparel,Wool Socks 3-pack,4,14.99,0.0,59.96,6.0,24.0,35.96
2024-06-20,UK & Ireland,In-store,Home & Kitchen,Cookware Set,4,129.99,0.0,519.96,84.49,337.96,182.0
2024-06-21,APAC,In-store,Apparel,Running Tee,7,24.99,0.2,139.94,11.25,78.75,61.19
2024-06-21,APAC,In-store,Media & Entertainment,Blu-ray Box Set,11,39.99,0.2,351.91,29.99,329.89,22.02
2024-06-21,APAC,Online,Beauty & Wellness,Collagen Powder,2,34.99,0.0,69.98,14.0,28.0,41.98
2024-06-21,APAC,Online,Beauty & Wellness,Vitamin C Serum,3,29.99,0.0,89.97,10.5,31.5,58.47
2024-06-21,EMEA,In-store,Media & Entertainment,Blu-ray Box Set,9,39.99,0.25,269.93,29.99,269.91,0.02
2024-06-21,EMEA,Online,Electronics,USB-C Charger,2,19.99,0.0,39.98,10.99,21.98,18.0
2024-06-21,EMEA,Online,Electronics,Wireless Earbuds,5,79.99,0.0,399.95,51.99,259.95,140.0
2024-06-21,LATAM,In-store,Apparel,Running Tee,7,24.99,0.25,131.2,11.25,78.75,52.45
2024-06-21,LATAM,In-store,Home & Kitchen,Air Fryer,11,89.99,0.15,841.41,62.99,692.89,148.52
2024-06-21,North America,Online,Beauty & Wellness,Vitamin C Serum,1,29.99,0.0,29.99,10.5,10.5,19.49
2024-06-21,UK & Ireland,In-store,Beauty & Wellness,Electric Toothbrush,2,59.99,0.1,107.98,32.99,65.98,42.0
2024-06-21,UK & Ireland,In-store,Electronics,Wireless Earbuds,6,79.99,0.0,479.94,51.99,311.94,168.0
2024-06-21,UK & Ireland,In-store,Home & Kitchen,Air Fryer,10,89.99,0.1,809.91,62.99,629.9,180.01
2024-06-21,UK & Ireland,Online,Apparel,Running Tee,2,24.99,0.0,49.98,11.25,22.5,27.48
2024-06-21,UK & Ireland,Online,Electronics,Smart Speaker,2,49.99,0.2,79.98,34.99,69.98,10.0
2024-06-22,APAC,Online,Apparel,Denim Jacket,2,69.99,0.0,139.98,34.99,69.98,70.0
2024-06-22,APAC,Online,Home & Kitchen,Cookware Set,2,129.99,0.0,259.98,84.49,168.98,91.0
2024-06-22,EMEA,In-store,Media & Entertainment,Blu-ray Box Set,11,39.99,0.0,439.89,29.99,329.89,110.0
2024-06-22,EMEA,Online,Apparel,Running Tee,2,24.99,0.0,49.98,11.25,22.5,27.48
2024-06-22,EMEA,Online,Electronics,USB-C Charger,2,19.99,0.2,31.98,10.99,21.98,10.0
2024-06-22,LATAM,In-store,Beauty & Wellness,Electric Toothbrush,4,59.99,0.0,239.96,32.99,131.96,108.0
2024-06-22,North America,In-store,Apparel,Wool Socks 3-pack,13,14.99,0.0,194.87,6.0,78.0,116.87
2024-06-22,North America,Online,Apparel,Denim Jacket,1,69.99,0.0,69.99,34.99,34.99,35.0
2024-06-22,UK & Ireland,In-store,Apparel,Wool Socks 3-pack,9,14.99,0.2,107.93,6.0,54.0,53.93
2024-06-22,UK & Ireland,In-store,Beauty & Wellness,Electric Toothbrush,2,59.99,0.0,119.98,32.99,65.98,54.0
2024-06-22,UK & Ireland,In-store,Media & Entertainment,Blu-ray Box Set,9,39.99,0.2,287.93,29.99,269.91,18.02
2024-06-22,UK & Ireland,Online,Electronics,USB-C Charger,1,19.99,0.2,15.99,10.99,10.99,5.0
2024-06-22,UK & Ireland,Online,Home & Kitchen,Coffee Grinder,3,39.99,0.15,101.97,23.99,71.97,30.0
2024-06-22,UK & Ireland,Online,Media & Entertainment,Board Game,1,34.99,0.0,34.99,19.24,19.24,15.75
2024-06-23,APAC,In-store,Beauty & Wellness,Vitamin C Serum,3,29.99,0.0,89.97,10.5,31.5,58.47
2024-06-23,APAC,In-store,Electronics,Smart Speaker,12,49.99,0.0,599.88,34.99,419.88,180.0
2024-06-23,APAC,Online,Apparel,Denim Jacket,1,69.99,0.1,62.99,34.99,34.99,28.0
2024-06-23,EMEA,In-store,Beauty & Wellness,Vitamin C Serum,5,29.99,0.0,149.95,10.5,52.5,97.45
2024-06-23,EMEA,Online,Apparel,Denim Jacket,5,69.99,0.0,349.95,34.99,174.95,175.0
2024-06-23,LATAM,In-store,Apparel,Denim Jacket,4,69.99,0.15,237.97,34.99,139.96,98.01
2024-06-23,LATAM,Online,Beauty & Wellness,Vitamin C Serum,6,29.99,0.2,143.95,10.5,63.0,80.95
2024-06-23,LATAM,Online,Home & Kitchen,Coffee Grinder,1,39.99,0.0,39.99,23.99,23.99,16.0
2024-06-23,UK & Ireland,In-store,Apparel,Running Tee,12,24.99,0.0,299.88,11.25,135.0,164.88
2024-06-23,UK & Ireland,In-store,Electronics,USB-C Charger,13,19.99,0.25,194.9,10.99,142.87,52.03
2024-06-23,UK & Ireland,In-store,Home & Kitchen,Air Fryer,6,89.99,0.25,404.95,62.99,377.94,27.01
2024-06-24,EMEA,In-store,Beauty & Wellness,Vitamin C Serum,3,29.99,0.0,89.97,10.5,31.5,58.47
2024-06-24,EMEA,Online,Electronics,Smart Speaker,2,49.99,0.1,89.98,34.99,69.98,20.0
2024-06-24,EMEA,Online,Electronics,Wireless Earbuds,4,79.99,0.0,319.96,51.99,207.96,112.0
2024-06-24,EMEA,Online,Media & Entertainment,Blu-ray Box Set,2,39.99,0.15,67.98,29.99,59.98,8.0
2024-06-24,EMEA,Online,Media & Entertainment,Vinyl Record,2,27.99,0.15,47.58,16.79,33.58,14.0
2024-06-24,LATAM,In-store,Apparel,Denim Jacket,5,69.99,0.0,349.95,34.99,174.95,175.0
2024-06-24,LATAM,In-store,Beauty & Wellness,Electric Toothbrush,2,59.99,0.15,101.98,32.99,65.98,36.0
2024-06-24,LATAM,In-store,Electronics,Wireless Earbuds,4,79.99,0.0,319.96,51.99,207.96,112.0
2024-06-24,LATAM,Online,Beauty & Wellness,Collagen Powder,2,34.99,0.0,69.98,14.0,28.0,41.98
2024-06-24,LATAM,Online,Electronics,Wireless Earbuds,2,79.99,0.0,159.98,51.99,103.98,56.0
2024-06-24,North America,In-store,Apparel,Wool Socks 3-pack,13,14.99,0.15,165.64,6.0,78.0,87.64
2024-06-24,North America,Online,Electronics,Wireless Earbuds,6,79.99,0.0,479.94,51.99,311.94,168.0
2024-06-24,North America,Online,Media & Entertainment,Blu-ray Box Set,2,39.99,0.0,79.98,29.99,59.98,20.0
2024-06-24,UK & Ireland,In-store,Home & Kitchen,Cookware Set,2,129.99,0.0,259.98,84.49,168.98,91.0
2024-06-24,UK & Ireland,Online,Home & Kitchen,Air Fryer,1,89.99,0.0,89.99,62.99,62.99,27.0
2024-06-25,APAC,In-store,Media & Entertainment,Blu-ray Box Set,11,39.99,0.0,439.89,29.99,329.89,110.0
2024-06-25,APAC,Online,Apparel,Denim Jacket,3,69.99,0.0,209.97,34.99,104.97,105.0
2024-06-25,EMEA,In-store,Beauty & Wellness,Electric Toothbrush,3,59.99,0.0,179.97,32.99,98.97,81.0
2024-06-25,EMEA,In-store,Media & Entertainment,Vinyl Record,5,27.99,0.25,104.96,16.79,83.95,21.01
2024-06-25,EMEA,Online,Beauty & Wellness,Vitamin C Serum,1,29.99,0.0,29.99,10.5,10.5,19.49
2024-06-25,EMEA,Online,Home & Kitchen,Coffee Grinder,1,39.99,0.0,39.99,23.99,23.99,16.0
2024-06-25,EMEA,Online,Media & Entertainment,Vinyl Record,4,27.99,0.0,111.96,16.79,67.16,44.8
2024-06-25,LATAM,In-store,Apparel,Denim Jacket,7,69.99,0.0,489.93,34.99,244.93,245.0
2024-06-25,LATAM,In-store,Electronics,Wireless Earbuds,2,79.99,0.15,135.98,51.99,103.98,32.0
2024-06-25,LATAM,Online,Apparel,Denim Jacket,2,69.99,0.0,139.98,34.99,69.98,70.0
2024-06-25,North America,In-store,Home & Kitchen,Cookware Set,4,129.99,0.0,519.96,84.49,337.96,182.0
2024-06-25,North America,Online,Beauty & Wellness,Collagen Powder,3,34.99,0.1,94.47,14.0,42.0,52.47
2024-06-25,North America,Online,Media & Entertainment,Vinyl Record,2,27.99,0.0,55.98,16.79,33.58,22.4
2024-06-25,UK & Ireland,In-store,Apparel,Denim Jacket,1,69.99,0.0,69.99,34.99,34.99,35.0
2024-06-25,UK & Ireland,In-store,Media & Entertainment,Blu-ray Box Set,7,39.99,0.15,237.94,29.99,209.93,28.01
2024-06-25,UK & Ireland,Online,Home & Kitchen,Air Fryer,1,89.99,0.0,89.99,62.99,62.99,27.0
2024-06-25,UK & Ireland,Online,Media & Entertainment,Board Game,1,34.99,0.0,34.99,19.24,19.24,15.75
2024-06-26,APAC,In-store,Beauty & Wellness,Electric Toothbrush,5,59.99,0.0,299.95,32.99,164.95,135.0
2024-06-26,APAC,In-store,Home & Kitchen,Air Fryer,3,89.99,0.25,202.48,62.99,188.97,13.51
2024-06-26,APAC,In-store,Media & Entertainment,Vinyl Record,4,27.99,0.0,111.96,16.79,67.16,44.8
2024-06-26,APAC,Online,Apparel,Wool Socks 3-pack,6,14.99,0.1,80.95,6.0,36.0,44.95
2024-06-26,APAC,Online,Beauty & Wellness,Collagen Powder,1,34.99,0.0,34.99,14.0,14.0,20.99
2024-06-26,APAC,Online,Electronics,USB-C Charger,3,19.99,0.0,59.97,10.99,32.97,27.0
2024-06-26,EMEA,In-store,Media & Entertainment,Vinyl Record,5,27.99,0.0,139.95,16.79,83.95,56.0
2024-06-26,LATAM,In-store,Media & Entertainment,Blu-ray Box Set,16,39.99,0.0,639.84,29.99,479.84,160.0
2024-06-26,LATAM,Online,Electronics,Wireless Earbuds,2,79.99,0.0,159.98,51.99,103.98,56.0
2024-06-26,North America,In-store,Beauty & Wellness,Vitamin C Serum,7,29.99,0.0,209.93,10.5,73.5,136.43
2024-06-26,North America,Online,Beauty & Wellness,Vitamin C Serum,3,29.99,0.15,76.47,10.5,31.5,44.97
2024-06-26,North America,Online,Media & Entertainment,Board Game,3,34.99,0.1,94.47,19.24,57.72,36.75
2024-06-26,UK & Ireland,In-store,Apparel,Running Tee,7,24.99,0.0,174.93,11.25,78.75,96.18
2024-06-26,UK & Ireland,In-store,Home & Kitchen,Coffee Grinder,2,39.99,0.25,59.98,23.99,47.98,12.0
2024-06-26,UK & Ireland,Online,Electronics,USB-C Charger,3,19.99,0.0,59.97,10.99,32.97,27.0
2024-06-26,UK & Ireland,Online,Home & Kitchen,Air Fryer,3,89.99,0.0,269.97,62.99,188.97,81.0
2024-06-26,UK & Ireland,Online,Media & Entertainment,Blu-ray Box Set,2,39.99,0.0,79.98,29.99,59.98,20.0
2024-06-27,APAC,In-store,Apparel,Running Tee,9,24.99,0.2,179.93,11.25,101.25,78.68
2024-06-27,APAC,In-store,Electronics,USB-C Charger,4,19.99,0.15,67.97,10.99,43.96,24.01
2024-06-27,APAC,In-store,Home & Kitchen,Coffee Grinder,3,39.99,0.0,119.97,23.99,71.97,48.0
2024-06-27,APAC,In-store,Media & Entertainment,Vinyl Record,14,27.99,0.0,391.86,16.79,235.06,156.8
2024-06-27,EMEA,In-store,Beauty & Wellness,Electric Toothbrush,1,59.99,0.15,50.99,32.99,32.99,18.0
2024-06-27,EMEA,In-store,Electronics,USB-C Charger,10,19.99,0.0,199.9,10.99,109.9,90.0
2024-06-27,EMEA,In-store,Home & Kitchen,Cookware Set,4,129.99,0.0,519.96,84.49,337.96,182.0
2024-06-27,EMEA,Online,Beauty & Wellness,Electric Toothbrush,2,59.99,0.1,107.98,32.99,65.98,42.0
2024-06-27,EMEA,Online,Home & Kitchen,Cookware Set,1,129.99,0.0,129.99,84.49,84.49,45.5
2024-06-27,North America,Online,Apparel,Wool Socks 3-pack,2,14.99,0.0,29.98,6.0,12.0,17.98
2024-06-27,UK & Ireland,In-store,Media & Entertainment,Board Game,4,34.99,0.0,139.96,19.24,76.96,63.0
2024-06-27,UK & Ireland,Online,Apparel,Wool Socks 3-pack,5,14.99,0.2,59.96,6.0,30.0,29.96
2024-06-27,UK & Ireland,Online,Home & Kitchen,Air Fryer,2,89.99,0.1,161.98,62.99,125.98,36.0
2024-06-27,UK & Ireland,Online,Media & Entertainment,Board Game,2,34.99,0.25,52.48,19.24,38.48,14.0
2024-06-28,APAC,In-store,Electronics,USB-C Charger,14,19.99,0.0,279.86,10.99,153.86,126.0
2024-06-28,APAC,In-store,Electronics,Wireless Earbuds,5,79.99,0.0,399.95,51.99,259.95,140.0
2024-06-28,APAC,In-store,Media & Entertainment,Blu-ray Box Set,12,39.99,0.25,359.91,29.99,359.88,0.03
2024-06-28,EMEA,In-store,Apparel,Running Tee,6,24.99,0.0,149.94,11.25,67.5,82.44
2024-06-28,EMEA,In-store,Electronics,Smart Speaker,9,49.99,0.0,449.91,34.99,314.91,135.0
2024-06-28,EMEA,In-store,Home & Kitchen,Coffee Grinder,8,39.99,0.0,319.92,23.99,191.92,128.0
2024-06-28,EMEA,In-store,Home & Kitchen,Cookware Set,7,129.99,0.1,818.94,84.49,591.43,227.51
2024-06-28,EMEA,Online,Beauty & Wellness,Collagen Powder,3,34.99,0.25,78.73,14.0,42.0,36.73
2024-06-28,EMEA,Online,Home & Kitchen,Cookware Set,4,129.99,0.15,441.97,84.49,337.96,104.01
2024-06-28,EMEA,Online,Media & Entertainment,Blu-ray Box Set,3,39.99,0.2,95.98,29.99,89.97,6.01
2024-06-28,North America,Online,Apparel,Denim Jacket,2,69.99,0.0,139.98,34.99,69.98,70.0
2024-06-28,North America,Online,Apparel,Wool Socks 3-pack,4,14.99,0.0,59.96,6.0,24.0,35.96
2024-06-28,UK & Ireland,In-store,Home & Kitchen,Coffee Grinder,3,39.99,0.0,119.97,23.99,71.97,48.0
2024-06-28,UK & Ireland,In-store,Media & Entertainment,Vinyl Record,7,27.99,0.1,176.34,16.79,117.53,58.81
2024-06-28,UK & Ireland,Online,Beauty & Wellness,Vitamin C Serum,1,29.99,0.25,22.49,10.5,10.5,11.99
2024-06-28,UK & Ireland,Online,Media & Entertainment,Board Game,6,34.99,0.0,209.94,19.24,115.44,94.5
2024-06-29,APAC,In-store,Media & Entertainment,Blu-ray Box Set,3,39.99,0.0,119.97,29.99,89.97,30.0
2024-06-29,APAC,In-store,Media & Entertainment,Board Game,11,34.99,0.2,307.91,19.24,211.64,96.27
2024-06-29,APAC,Online,Beauty & Wellness,Collagen Powder,1,34.99,0.25,26.24,14.0,14.0,12.24
2024-06-29,EMEA,In-store,Beauty & Wellness,Vitamin C Serum,5,29.99,0.1,134.95,10.5,52.5,82.45
2024-06-29,EMEA,In-store,Home & Kitchen,Air Fryer,8,89.99,0.15,611.93,62.99,503.92,108.01
2024-06-29,EMEA,Online,Electronics,USB-C Charger,7,19.99,0.0,139.93,10.99,76.93,63.0
2024-06-29,LATAM,In-store,Apparel,Wool Socks 3-pack,4,14.99,0.0,59.96,6.0,24.0,35.96
2024-06-29,LATAM,In-store,Media & Entertainment,Vinyl Record,7,27.99,0.25,146.95,16.79,117.53,29.42
2024-06-29,LATAM,Online,Beauty & Wellness,Collagen Powder,1,34.99,0.0,34.99,14.0,14.0,20.99
2024-06-29,LATAM,Online,Electronics,Wireless Earbuds,3,79.99,0.0,239.97,51.99,155.97,84.0
2024-06-29,North America,Online,Beauty & Wellness,Electric Toothbrush,2,59.99,0.0,119.98,32.99,65.98,54.0
2024-06-30,APAC,In-store,Apparel,Denim Jacket,5,69.99,0.0,349.95,34.99,174.95,175.0
2024-06-30,APAC,In-store,Beauty & Wellness,Vitamin C Serum,6,29.99,0.0,179.94,10.5,63.0,116.94
2024-06-30,APAC,In-store,Electronics,Wireless Earbuds,14,79.99,0.0,1119.86,51.99,727.86,392.0
2024-06-30,APAC,In-store,Home & Kitchen,Coffee Grinder,11,39.99,0.0,439.89,23.99,263.89,176.0
2024-06-30,EMEA,Online,Beauty & Wellness,Electric Toothbrush,1,59.99,0.0,59.99,32.99,32.99,27.0
2024-06-30,LATAM,In-store,Home & Kitchen,Air Fryer,8,89.99,0.0,719.92,62.99,503.92,216.0
2024-06-30,LATAM,In-store,Home & Kitchen,Coffee Grinder,4,39.99,0.1,143.96,23.99,95.96,48.0
2024-06-30,LATAM,Online,Apparel,Wool Socks 3-pack,1,14.99,0.0,14.99,6.0,6.0,8.99
2024-06-30,North America,In-store,Beauty & Wellness,Collagen Powder,10,34.99,0.0,349.9,14.0,140.0,209.9
2024-06-30,North America,In-store,Media & Entertainment,Vinyl Record,14,27.99,0.1,352.67,16.79,235.06,117.61
2024-06-30,North America,Online,Electronics,Wireless Earbuds,3,79.99,0.0,239.97,51.99,155.97,84.0
2024-06-30,North America,Online,Home & Kitchen,Coffee Grinder,4,39.99,0.0,159.96,23.99,95.96,64.0
2024-06-30,North America,Online,Home & Kitchen,Cookware Set,1,129.99,0.0,129.99,84.49,84.49,45.5
2024-06-30,North America,Online,Media & Entertainment,Blu-ray Box Set,2,39.99,0.25,59.98,29.99,59.98,0.0
2024-06-30,UK & Ireland,In-store,Home & Kitchen,Air Fryer,5,89.99,0.0,449.95,62.99,314.95,135.0
2024-06-30,UK & Ireland,In-store,Home & Kitchen,Coffee Grinder,8,39.99,0.0,319.92,23.99,191.92,128.0
2024-06-30,UK & Ireland,Online,Beauty & Wellness,Electric Toothbrush,1,59.99,0.0,59.99,32.99,32.99,27.0
2024-06-30,UK & Ireland,Online,Media & Entertainment,Vinyl Record,2,27.99,0.25,41.98,16.79,33.58,8.4
2024-07-01,APAC,In-store,Home & Kitchen,Coffee Grinder,1,39.99,0.0,39.99,23.99,23.99,16.0
2024-07-01,EMEA,Online,Apparel,Denim Jacket,3,69.99,0.0,209.97,34.99,104.97,105.0
2024-07-01,EMEA,Online,Beauty & Wellness,Electric Toothbrush,3,59.99,0.0,179.97,32.99,98.97,81.0
2024-07-01,EMEA,Online,Electronics,Wireless Earbuds,3,79.99,0.15,203.97,51.99,155.97,48.0
2024-07-01,LATAM,In-store,Media & Entertainment,Blu-ray Box Set,3,39.99,0.0,119.97,29.99,89.97,30.0
2024-07-01,North America,In-store,Beauty & Wellness,Electric Toothbrush,2,59.99,0.0,119.98,32.99,65.98,54.0
2024-07-01,North America,In-store,Electronics,USB-C Charger,10,19.99,0.0,199.9,10.99,109.9,90.0
2024-07-01,North America,In-store,Media & Entertainment,Blu-ray Box Set,12,39.99,0.0,479.88,29.99,359.88,120.0
2024-07-01,UK & Ireland,In-store,Home & Kitchen,Coffee Grinder,5,39.99,0.15,169.96,23.99,119.95,50.01
2024-07-01,UK & Ireland,Online,Apparel,Denim Jacket,1,69.99,0.0,69.99,34.99,34.99,35.0
2024-07-01,UK & Ireland,Online,Electronics,Smart Speaker,2,49.99,0.25,74.98,34.99,69.98,5.0
2024-07-01,UK & Ireland,Online,Electronics,Wireless Earbuds,1,79.99,0.0,79.99,51.99,51.99,28.0
2024-07-02,APAC,In-store,Beauty & Wellness,Vitamin C Serum,5,29.99,0.0,149.95,10.5,52.5,97.45
2024-07-02,APAC,Online,Electronics,Smart Speaker,2,49.99,0.0,99.98,34.99,69.98,30.0
2024-07-02,APAC,Online,Media & Entertainment,Vinyl Record,1,27.99,0.0,27.99,16.79,16.79,11.2
2024-07-02,EMEA,In-store,Apparel,Denim Jacket,2,69.99,0.0,139.98,34.99,69.98,70.0
2024-07-02,EMEA,In-store,Home & Kitchen,Air Fryer,6,89.99,0.0,539.94,62.99,377.94,162.0
2024-07-02,LATAM,In-store,Apparel,Wool Socks 3-pack,4,14.99,0.0,59.96,6.0,24.0,35.96
2024-07-02,LATAM,In-store,Home & Kitchen,Air Fryer,7,89.99,0.0,629.93,62.99,440.93,189.0
2024-07-02,LATAM,Online,Beauty & Wellness,Electric Toothbrush,2,59.99,0.2,95.98,32.99,65.98,30.0
2024-07-02,LATAM,Online,Media & Entertainment,Board Game,2,34.99,0.0,69.98,19.24,38.48,31.5
2024-07-02,North America,In-store,Beauty & Wellness,Collagen Powder,10,34.99,0.0,349.9,14.0,140.0,209.9
2024-07-02,North America,In-store,Home & Kitchen,Cookware Set,5,129.99,0.0,649.95,84.49,422.45,227.5
2024-07-02,North America,Online,Media & Entertainment,Vinyl Record,2,27.99,0.0,55.98,16.79,33.58,22.4
2024-07-02,UK & Ireland,Online,Apparel,Wool Socks 3-pack,3,14.99,0.0,44.97,6.0,18.0,26.97
2024-07-02,UK & Ireland,Online,Media & Entertainment,Vinyl Record,2,27.99,0.0,55.98,16.79,33.58,22.4
2024-07-03,APAC,In-store,Beauty & Wellness,Electric Toothbrush,2,59.99,0.0,119.98,32.99,65.98,54.0
2024-07-03,APAC,In-store,Electronics,Smart Speaker,11,49.99,0.2,439.91,34.99,384.89,55.02
2024-07-03,APAC,In-store,Media & Entertainment,Blu-ray Box Set,7,39.99,0.0,279.93,29.99,209.93,70.0
2024-07-03,APAC,Online,Beauty & Wellness,Collagen Powder,3,34.99,0.0,104.97,14.0,42.0,62.97
2024-07-03,EMEA,In-store,Apparel,Denim Jacket,1,69.99,0.0,69.99,34.99,34.99,35.0
2024-07-03,EMEA,In-store,Apparel,Running Tee,9,24.99,0.2,179.93,11.25,101.25,78.68
2024-07-03,EMEA,In-store,Electronics,Wireless Earbuds,7,79.99,0.0,559.93,51.99,363.93,196.0
2024-07-03,EMEA,In-store,Home & Kitchen,Coffee Grinder,7,39.99,0.0,279.93,23.99,167.93,112.0
2024-07-03,EMEA,In-store,Home & Kitchen,Cookware Set,2,129.99,0.15,220.98,84.49,168.98,52.0
2024-07-03,EMEA,Online,Home & Kitchen,Coffee Grinder,3,39.99,0.0,119.97,23.99,71.97,48.0
2024-07-03,LATAM,In-store,Apparel,Denim Jacket,3,69.99,0.15,178.47,34.99,104.97,73.5
2024-07-03,LATAM,In-store,Apparel,Wool Socks 3-pack,3,14.99,0.25,33.73,6.0,18.0,15.73
2024-07-03,LATAM,In-store,Beauty & Wellness,Electric Toothbrush,3,59.99,0.0,179.97,32.99,98.97,81.0
2024-07-03,LATAM,In-store,Electronics,USB-C Charger,5,19.99,0.0,99.95,10.99,54.95,45.0
2024-07-03,LATAM,Online,Home & Kitchen,Air Fryer,4,89.99,0.0,359.96,62.99,251.96,108.0
2024-07-03,North America,In-store,Home & Kitchen,Air Fryer,4,89.99,0.1,323.96,62.99,251.96,72.0
2024-07-03,North America,In-store,Media & Entertainment,Blu-ray Box Set,10,39.99,0.0,399.9,29.99,299.9,100.0
2024-07-03,North America,Online,Electronics,Wireless Earbuds,4,79.99,0.2,255.97,51.99,207.96,48.01
2024-07-03,UK & Ireland,In-store,Electronics,Wireless Earbuds,6,79.99,0.2,383.95,51.99,311.94,72.01
2024-07-03,UK & Ireland,In-store,Media & Entertainment,Blu-ray Box Set,9,39.99,0.15,305.92,29.99,269.91,36.01
2024-07-03,UK & Ireland,Online,Beauty & Wellness,Electric Toothbrush,1,59.99,0.15,50.99,32.99,32.99,18.0
2024-07-03,UK & Ireland,Online,Electronics,Wireless Earbuds,2,79.99,0.0,159.98,51.99,103.98,56.0
2024-07-03,UK & Ireland,Online,Media & Entertainment,Vinyl Record,1,27.99,0.0,27.99,16.79,16.79,11.2
